Slice,Count,Total Area,Average Size,%Area,Perim.,Circ.,Solidity
G3_F1_R3_C1_AW.TIF,1,0.012,0.012,0.01,0.888,0.196,0.41
G3_F1_R3_C2_AW.TIF,2,0.03,0.015,0.025,0.821,0.26,0.565
G3_F1_R3_C3_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R3_C4_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R3_C5_AW.TIF,2,0.051,0.025,0.042,1.723,0.111,0.364
G3_F1_R3_C6_AW.TIF,1,0.035,0.035,0.028,2.307,0.082,0.257
G3_F1_R3_C7_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R3_C8_AW.TIF,1,0.027,0.027,0.022,1.825,0.102,0.27
G3_F1_R3_C9_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R4_C1_AW.TIF,1,0.006,0.006,0.005,0.502,0.313,0.572
G3_F1_R4_C2_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R4_C3_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R4_C4_AW.TIF,1,0.007,0.007,0.006,0.359,0.727,0.886
G3_F1_R4_C5_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R4_C6_AW.TIF,1,0.035,0.035,0.029,1.806,0.137,0.343
G3_F1_R4_C7_AW.TIF,1,0.006,0.006,0.005,0.391,0.46,0.701
G3_F1_R4_C8_AW.TIF,3,0.025,0.008,0.021,0.654,0.247,0.556
G3_F1_R4_C9_AW.TIF,1,0.006,0.006,0.005,0.54,0.271,0.707
G3_F1_R5_C1_AW.TIF,2,0.019,0.009,0.016,0.63,0.3,0.594
G3_F1_R5_C2_AW.TIF,1,0.01,0.01,0.008,0.622,0.331,0.668
G3_F1_R5_C3_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R5_C4_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R5_C5_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R5_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R5_C7_AW.TIF,2,0.11,0.055,0.09,3.227,0.069,0.225
G3_F1_R5_C8_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R5_C9_AW.TIF,1,0.009,0.009,0.007,0.594,0.304,0.664
G3_F1_R6_C10_AW.TIF,1,0.007,0.007,0.006,0.571,0.276,0.714
G3_F1_R6_C2_AW.TIF,1,0.008,0.008,0.006,0.692,0.2,0.435
G3_F1_R6_C3_AW.TIF,1,0.046,0.046,0.038,3.376,0.051,0.139
G3_F1_R6_C4_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R6_C5_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R6_C6_AW.TIF,1,0.133,0.133,0.11,2.452,0.278,0.777
G3_F1_R6_C7_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R6_C8_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R6_C9_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R7_C10_AW.TIF,2,0.03,0.015,0.025,0.97,0.225,0.525
G3_F1_R7_C2_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R7_C3_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R7_C4_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R7_C5_AW.TIF,1,0.026,0.026,0.022,1.536,0.141,0.348
G3_F1_R7_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R7_C7_AW.TIF,2,0.041,0.02,0.034,1.467,0.12,0.319
G3_F1_R7_C8_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R7_C9_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R8_C10_AW.TIF,1,0.013,0.013,0.01,0.773,0.263,0.737
G3_F1_R8_C2_AW.TIF,4,0.111,0.028,0.091,1.623,0.147,0.404
G3_F1_R8_C3_AW.TIF,3,0.091,0.03,0.075,1.947,0.112,0.377
G3_F1_R8_C4_AW.TIF,1,0.009,0.009,0.007,0.562,0.343,0.571
G3_F1_R8_C5_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R8_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R8_C7_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R8_C8_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R8_C9_AW.TIF,1,0.006,0.006,0.005,0.48,0.354,0.69
G3_F1_R9_C10_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R9_C2_AW.TIF,1,0.008,0.008,0.006,0.622,0.254,0.733
G3_F1_R9_C3_AW.TIF,1,0.02,0.02,0.017,1.362,0.139,0.368
G3_F1_R9_C4_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R9_C5_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R9_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R9_C7_AW.TIF,2,0.051,0.025,0.042,1.491,0.144,0.366
G3_F1_R9_C8_AW.TIF,4,0.049,0.012,0.04,0.763,0.301,0.579
G3_F1_R9_C9_AW.TIF,1,0.006,0.006,0.005,0.427,0.437,0.702
G3_F2_R1_C1_AW.TIF,1,0.009,0.009,0.007,0.53,0.405,0.703
G3_F2_R1_C2_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R1_C3_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R1_C4_AW.TIF,1,0.039,0.039,0.033,2.633,0.072,0.179
G3_F2_R1_C5_AW.TIF,1,0.015,0.015,0.012,1.098,0.151,0.492
G3_F2_R1_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R1_C7_AW.TIF,1,0.006,0.006,0.005,0.497,0.29,0.756
G3_F2_R1_C8_AW.TIF,2,0.149,0.074,0.123,4.21,0.053,0.2
G3_F2_R1_C9_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R2_C1_AW.TIF,2,0.013,0.006,0.01,0.533,0.29,0.611
G3_F2_R2_C2_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R2_C3_AW.TIF,2,0.099,0.049,0.081,2.588,0.154,0.338
G3_F2_R2_C4_AW.TIF,1,0.017,0.017,0.014,0.938,0.243,0.563
G3_F2_R2_C5_AW.TIF,1,0.1,0.1,0.082,5.872,0.036,0.225
G3_F2_R2_C6_AW.TIF,2,0.062,0.031,0.051,2.272,0.087,0.32
G3_F2_R2_C7_AW.TIF,2,0.017,0.008,0.014,0.636,0.257,0.621
G3_F2_R2_C8_AW.TIF,1,0.023,0.023,0.019,1.455,0.139,0.293
G3_F2_R2_C9_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R3_C1_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R3_C2_AW.TIF,1,0.006,0.006,0.005,0.625,0.207,0.569
G3_F2_R3_C3_AW.TIF,2,0.026,0.013,0.022,0.91,0.357,0.629
G3_F2_R3_C4_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R3_C5_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R3_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R3_C7_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R3_C8_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R3_C9_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R4_C1_AW.TIF,6,0.055,0.009,0.046,0.62,0.318,0.663
G3_F2_R4_C2_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R4_C3_AW.TIF,1,0.009,0.009,0.007,0.657,0.265,0.54
G3_F2_R4_C4_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R4_C5_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R4_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R4_C7_AW.TIF,1,0.036,0.036,0.03,2.503,0.072,0.219
G3_F2_R4_C8_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R4_C9_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R5_C1_AW.TIF,1,0.011,0.011,0.009,0.514,0.501,0.72
G3_F2_R5_C2_AW.TIF,1,0.065,0.065,0.053,3.052,0.087,0.252
G3_F2_R5_C3_AW.TIF,1,0.02,0.02,0.016,1.322,0.142,0.334
G3_F2_R5_C4_AW.TIF,1,0.007,0.007,0.006,0.605,0.231,0.509
G3_F2_R5_C5_AW.TIF,1,0.013,0.013,0.011,0.608,0.45,0.729
G3_F2_R5_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R5_C7_AW.TIF,1,0.08,0.08,0.066,4.754,0.044,0.177
G3_F2_R5_C8_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R5_C9_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R6_C10_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R6_C2_AW.TIF,1,0.055,0.055,0.045,3.555,0.054,0.151
G3_F2_R6_C3_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R6_C4_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R6_C5_AW.TIF,2,0.456,0.228,0.376,5.073,0.113,0.404
G3_F2_R6_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R6_C7_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R6_C8_AW.TIF,3,0.033,0.011,0.027,0.778,0.231,0.498
G3_F2_R6_C9_AW.TIF,1,0.104,0.104,0.086,5.793,0.039,0.147
G3_F2_R7_C10_AW.TIF,1,0.018,0.018,0.015,1.028,0.214,0.51
G3_F2_R7_C2_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R7_C3_AW.TIF,3,0.026,0.009,0.022,0.795,0.237,0.514
G3_F2_R7_C4_AW.TIF,3,0.082,0.027,0.068,1.745,0.142,0.386
G3_F2_R7_C5_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R7_C6_AW.TIF,2,0.082,0.041,0.067,1.78,0.159,0.387
G3_F2_R7_C7_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R7_C8_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R7_C9_AW.TIF,2,0.05,0.025,0.041,1.812,0.142,0.306
G3_F2_R8_C10_AW.TIF,2,0.021,0.011,0.018,0.942,0.148,0.306
G3_F2_R8_C2_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R8_C3_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R8_C4_AW.TIF,1,0.012,0.012,0.01,0.522,0.547,0.817
G3_F2_R8_C5_AW.TIF,1,0.029,0.029,0.024,1.988,0.094,0.281
G3_F2_R8_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R8_C7_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R8_C8_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R8_C9_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R9_C10_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R9_C2_AW.TIF,2,0.013,0.006,0.01,0.435,0.437,0.687
G3_F2_R9_C3_AW.TIF,1,0.008,0.008,0.007,0.512,0.398,0.823
G3_F2_R9_C4_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R9_C5_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R9_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R9_C7_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R9_C8_AW.TIF,1,0.05,0.05,0.041,3.523,0.051,0.155
G3_F2_R9_C9_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R10_C10_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R10_C1_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R10_C2_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R10_C3_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R10_C4_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R10_C5_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R10_C6_AW.TIF,1,0.01,0.01,0.025,0.405,0.759,0.941
G3_F1_R10_C7_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R10_C8_AW.TIF,1,0.083,0.083,0.21,4.317,0.056,0.237
G3_F1_R10_C9_AW.TIF,2,0.061,0.031,0.155,1.923,0.187,0.403
G3_F2_R10_C10_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R10_C1_AW.TIF,2,0.437,0.218,1.109,5.632,0.135,0.558
G3_F2_R10_C2_AW.TIF,1,0.012,0.012,0.032,0.656,0.362,0.676
G3_F2_R10_C3_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R10_C4_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R10_C5_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R10_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R10_C7_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R10_C8_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R10_C9_AW.TIF,1,0.02,0.02,0.05,1.205,0.171,0.325
G3_F1_R10_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R10_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R10_C2_B.TIF,1,0.008,0.008,0.007,0.594,0.298,0.64
G3_F1_R10_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R10_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R10_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R10_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R10_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R10_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R10_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R1_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R1_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R1_C2_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R1_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R1_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R1_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R1_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R1_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R1_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R1_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R2_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R2_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R2_C2_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R2_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R2_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R2_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R2_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R2_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R2_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R2_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R3_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R3_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R3_C2_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R3_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R3_C4_B.TIF,2,0.018,0.009,0.015,0.706,0.286,0.773
G3_F1_R3_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R3_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R3_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R3_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R3_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R4_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R4_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R4_C2_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R4_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R4_C4_B.TIF,1,0.009,0.009,0.007,0.675,0.25,0.531
G3_F1_R4_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R4_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R4_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R4_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R4_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R5_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R5_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R5_C2_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R5_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R5_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R5_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R5_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R5_C7_B.TIF,3,0.068,0.023,0.056,1.791,0.134,0.47
G3_F1_R5_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R5_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R6_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R6_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R6_C2_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R6_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R6_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R6_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R6_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R6_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R6_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R6_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R7_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R7_C1_B.TIF,1,0.053,0.053,0.057,2.343,0.122,0.413
G3_F1_R7_C2_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R7_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R7_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R7_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R7_C6_B.TIF,1,0.009,0.009,0.008,0.418,0.667,0.897
G3_F1_R7_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R7_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R7_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R8_C10_B.TIF,1,0.007,0.007,0.006,0.515,0.328,0.683
G3_F1_R8_C1_B.TIF,1,0.011,0.011,0.012,0.803,0.219,0.494
G3_F1_R8_C2_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R8_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R8_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R8_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R8_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R8_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R8_C8_B.TIF,4,0.088,0.022,0.072,1.439,0.158,0.385
G3_F1_R8_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R9_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R9_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R9_C2_B.TIF,1,0.008,0.008,0.007,0.549,0.332,0.555
G3_F1_R9_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R9_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R9_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R9_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R9_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R9_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F1_R9_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R10_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R10_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R10_C2_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R10_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R10_C4_B.TIF,2,0.028,0.014,0.023,0.831,0.369,0.635
G3_F2_R10_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R10_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R10_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R10_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R10_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R1_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R1_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R1_C2_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R1_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R1_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R1_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R1_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R1_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R1_C8_B.TIF,1,0.013,0.013,0.011,0.938,0.183,0.54
G3_F2_R1_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R2_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R2_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R2_C2_B.TIF,1,0.016,0.016,0.014,1.063,0.183,0.59
G3_F2_R2_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R2_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R2_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R2_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R2_C7_B.TIF,1,0.006,0.006,0.005,0.363,0.567,0.753
G3_F2_R2_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R2_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R3_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G3_F2_R3_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
